team_number,team_id,file_name,trainer_name,trainer_class,master_or_normal,format,set_number,team_label,source_file,source_page_url,pokemon_count,pokemon_species
943,T00000943,T00000943_HikerMadison_NS3.txt,Madison,Hiker,N,S,3,Single Battles Set 3: Team A,Hiker.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Hiker,3,"Chimecho, Qwilfish, Magcargo"
944,T00000944,T00000944_HikerMadison_NS3.txt,Madison,Hiker,N,S,3,Single Battles Set 3: Team B,Hiker.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Hiker,3,"Pupitar, Beautifly, Roselia"
945,T00000945,T00000945_HikerMadison_ND3.txt,Madison,Hiker,N,D,3,Double Battles Set 3: Team A,Hiker.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Hiker,4,"Lunatone, Castform, Metang, Dunsparce"
946,T00000946,T00000946_HikerMadison_ND3.txt,Madison,Hiker,N,D,3,Double Battles Set 3: Team B,Hiker.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Hiker,4,"Combusken, Qwilfish, Metang, Swellow"
947,T00000947,T00000947_HikerMadison_ND4.txt,Madison,Hiker,N,D,4,Double Battles Set 4: Team A,Hiker.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Hiker,4,"Tropius, Scyther, Fearow, Jumpluff"
948,T00000948,T00000948_HikerDon_NS3.txt,Don,Hiker,N,S,3,Single Battles Set 3: Team A,Hiker.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Hiker,3,"Dragonair, Raticate, Lunatone"
949,T00000949,T00000949_HikerDon_NS3.txt,Don,Hiker,N,S,3,Single Battles Set 3: Team B,Hiker.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Hiker,3,"Anorith, Ivysaur, Lairon"
950,T00000950,T00000950_HikerDon_NS4.txt,Don,Hiker,N,S,4,Single Battles Set 4: Team A,Hiker.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Hiker,3,"Fearow, Kabutops, Hitmonlee"
951,T00000951,T00000951_HikerDon_NS4.txt,Don,Hiker,N,S,4,Single Battles Set 4: Team B,Hiker.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Hiker,3,"Cherrim, Chansey, Kingler"
952,T00000952,T00000952_HikerDon_ND3.txt,Don,Hiker,N,D,3,Double Battles Set 3: Team A,Hiker.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Hiker,4,"Butterfree, Mothim, Grovyle, Porygon"
953,T00000953,T00000953_HikerDon_ND3.txt,Don,Hiker,N,D,3,Double Battles Set 3: Team B,Hiker.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Hiker,4,"Shelgon, Sneasel, Gligar, Gabite"
954,T00000954,T00000954_HikerDon_ND4.txt,Don,Hiker,N,D,4,Double Battles Set 4: Team A,Hiker.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Hiker,4,"Scyther, Wormadam, Carnivine, Octillery"
955,T00000955,T00000955_HikerJessy_NS6.txt,Jessy,Hiker,N,S,6,Single Battles Set 6: Team A,Hiker.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Hiker,3,"Cradily, Starmie, Weavile"
956,T00000956,T00000956_HikerJessy_NS6.txt,Jessy,Hiker,N,S,6,Single Battles Set 6: Team B,Hiker.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Hiker,3,"Nidoqueen, Steelix, Porygon2"
957,T00000957,T00000957_HikerJessy_NS7.txt,Jessy,Hiker,N,S,7,Single Battles Set 7: Team A,Hiker.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Hiker,3,"Gengar, Hippowdon, Mamoswine"
958,T00000958,T00000958_HikerJessy_ND6.txt,Jessy,Hiker,N,D,6,Double Battles Set 6: Team A,Hiker.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Hiker,4,"Steelix, Medicham, Porygon2, Ampharos"
959,T00000959,T00000959_HikerJessy_ND6.txt,Jessy,Hiker,N,D,6,Double Battles Set 6: Team B,Hiker.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Hiker,4,"Poliwrath, Typhlosion, Yanmega, Marowak"
960,T00000960,T00000960_HikerJessy_ND6.txt,Jessy,Hiker,N,D,6,Double Battles Set 6: Team C,Hiker.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Hiker,4,"Drifblim, Slowbro, Ursaring, Dewgong"
961,T00000961,T00000961_HikerJessy_ND6.txt,Jessy,Hiker,N,D,6,Double Battles Set 6: Team D,Hiker.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Hiker,4,"Wailord, Skarmory, Heracross, Blaziken"
962,T00000962,T00000962_HikerJessy_ND6.txt,Jessy,Hiker,N,D,6,Double Battles Set 6: Team E,Hiker.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Hiker,4,"Gliscor, Machamp, Exeggutor, Honchkrow"
963,T00000963,T00000963_HikerJessy_ND7.txt,Jessy,Hiker,N,D,7,Double Battles Set 7: Team A,Hiker.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Hiker,4,"Milotic, Umbreon, Porygon-Z, Tangrowth"
964,T00000964,T00000964_HikerStetson_NS6.txt,Stetson,Hiker,N,S,6,Single Battles Set 6: Team A,Hiker.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Hiker,3,"Empoleon, Yanmega, Houndoom"
965,T00000965,T00000965_HikerStetson_NS6.txt,Stetson,Hiker,N,S,6,Single Battles Set 6: Team B,Hiker.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Hiker,3,"Typhlosion, Toxicroak, Aerodactyl"
966,T00000966,T00000966_HikerStetson_NS7.txt,Stetson,Hiker,N,S,7,Single Battles Set 7: Team A,Hiker.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Hiker,3,"Nidoking, Blissey, Infernape"
967,T00000967,T00000967_HikerStetson_ND6.txt,Stetson,Hiker,N,D,6,Double Battles Set 6: Team A,Hiker.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Hiker,4,"Glalie, Heracross, Gliscor, Raichu"
968,T00000968,T00000968_HikerStetson_ND6.txt,Stetson,Hiker,N,D,6,Double Battles Set 6: Team B,Hiker.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Hiker,4,"Nidoking, Shuckle, Golduck, Armaldo"
969,T00000969,T00000969_HikerStetson_ND7.txt,Stetson,Hiker,N,D,7,Double Battles Set 7: Team A,Hiker.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Hiker,4,"Kingdra, Nidoqueen, Metagross, Shuckle"
970,T00000970,T00000970_HikerAldo_MS1.txt,Aldo,Hiker,M,S,1,Master Class Single Battles: Team A,Hiker.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Hiker,3,"Slowking, Ambipom, Regirock"
971,T00000971,T00000971_HikerAldo_MS1.txt,Aldo,Hiker,M,S,1,Master Class Single Battles: Team B,Hiker.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Hiker,3,"Gengar, Ambipom, Latias"
972,T00000972,T00000972_HikerAldo_MS1.txt,Aldo,Hiker,M,S,1,Master Class Single Battles: Team C,Hiker.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Hiker,3,"Feraligatr, Gastrodon, Leafeon"
973,T00000973,T00000973_HikerAldo_MS1.txt,Aldo,Hiker,M,S,1,Master Class Single Battles: Team D,Hiker.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Hiker,3,"Feraligatr, Gliscor, Tyranitar"
974,T00000974,T00000974_HikerAndreas_MS1.txt,Andreas,Hiker,M,S,1,Master Class Single Battles: Team A,Hiker.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Hiker,3,"Registeel, Politoed, Venusaur"
975,T00000975,T00000975_HikerAndreas_MS1.txt,Andreas,Hiker,M,S,1,Master Class Single Battles: Team B,Hiker.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Hiker,3,"Suicune, Regigigas, Venusaur"
976,T00000976,T00000976_HikerAndreas_MS1.txt,Andreas,Hiker,M,S,1,Master Class Single Battles: Team C,Hiker.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Hiker,3,"Hippowdon, Infernape, Vaporeon"
977,T00000977,T00000977_HikerAndreas_MS1.txt,Andreas,Hiker,M,S,1,Master Class Single Battles: Team D,Hiker.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Hiker,3,"Hippowdon, Tangrowth, Suicune"
978,T00000978,T00000978_IdolElena_NS1.txt,Elena,Idol,N,S,1,Single Battles Set 1: Team A,Idol.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Idol,3,"Bonsly, Combee, Buizel"
979,T00000979,T00000979_IdolElena_NS1.txt,Elena,Idol,N,S,1,Single Battles Set 1: Team B,Idol.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Idol,3,"Mudkip, Cyndaquil, Staravia"
980,T00000980,T00000980_IdolElena_NS1.txt,Elena,Idol,N,S,1,Single Battles Set 1: Team C,Idol.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Idol,3,"Glameow, Riolu, Staryu"
981,T00000981,T00000981_IdolElena_NS2.txt,Elena,Idol,N,S,2,Single Battles Set 2: Team A,Idol.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Idol,3,"Nosepass, Munchlax, Azumarill"
982,T00000982,T00000982_IdolElena_ND1.txt,Elena,Idol,N,D,1,Double Battles Set 1: Team A,Idol.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Idol,4,"Bulbasaur, Snubbull, Luvdisc, Houndour"
983,T00000983,T00000983_IdolElena_ND1.txt,Elena,Idol,N,D,1,Double Battles Set 1: Team B,Idol.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Idol,4,"Larvitar, Mudkip, Goldeen, Oddish"
984,T00000984,T00000984_IdolElena_ND1.txt,Elena,Idol,N,D,1,Double Battles Set 1: Team C,Idol.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Idol,4,"Shinx, Geodude, Pidgeotto, Delibird"
985,T00000985,T00000985_IdolElena_ND2.txt,Elena,Idol,N,D,2,Double Battles Set 2: Team A,Idol.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Idol,4,"Chimecho, Doduo, Skiploom, Buizel"
986,T00000986,T00000986_IdolViv_NS1.txt,Viv,Idol,N,S,1,Single Battles Set 1: Team A,Idol.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Idol,3,"Croagunk, Larvitar, Delibird"
987,T00000987,T00000987_IdolViv_NS1.txt,Viv,Idol,N,S,1,Single Battles Set 1: Team B,Idol.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Idol,3,"Bagon, Snubbull, Aron"
988,T00000988,T00000988_IdolViv_NS1.txt,Viv,Idol,N,S,1,Single Battles Set 1: Team C,Idol.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Idol,3,"Machop, Bronzor, Houndour"
989,T00000989,T00000989_IdolViv_NS2.txt,Viv,Idol,N,S,2,Single Battles Set 2: Team A,Idol.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Idol,3,"Yanma, Bonsly, Skorupi"
990,T00000990,T00000990_IdolViv_ND1.txt,Viv,Idol,N,D,1,Double Battles Set 1: Team A,Idol.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Idol,4,"Duskull, Pikachu, Vibrava, Pidgeotto"
991,T00000991,T00000991_IdolViv_ND1.txt,Viv,Idol,N,D,1,Double Battles Set 1: Team B,Idol.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Idol,4,"Swablu, Carvanha, Nuzleaf, Finneon"
992,T00000992,T00000992_IdolViv_ND1.txt,Viv,Idol,N,D,1,Double Battles Set 1: Team C,Idol.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Idol,4,"Dratini, Turtwig, Clamperl, Skiploom"
993,T00000993,T00000993_IdolViv_ND2.txt,Viv,Idol,N,D,2,Double Battles Set 2: Team A,Idol.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Idol,4,"Togetic, Shieldon, Onix, Kricketune"
994,T00000994,T00000994_IdolSelena_NS1.txt,Selena,Idol,N,S,1,Single Battles Set 1: Team A,Idol.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Idol,3,"Starly, Bagon, Staryu"
995,T00000995,T00000995_IdolSelena_NS1.txt,Selena,Idol,N,S,1,Single Battles Set 1: Team B,Idol.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Idol,3,"Torchic, Chimecho, Voltorb"
996,T00000996,T00000996_IdolSelena_NS1.txt,Selena,Idol,N,S,1,Single Battles Set 1: Team C,Idol.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Idol,3,"Bronzor, Totodile, Goldeen"
997,T00000997,T00000997_IdolSelena_NS2.txt,Selena,Idol,N,S,2,Single Battles Set 2: Team A,Idol.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Idol,3,"Corphish, Kricketune, Haunter"
998,T00000998,T00000998_IdolSelena_ND1.txt,Selena,Idol,N,D,1,Double Battles Set 1: Team A,Idol.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Idol,4,"Carvanha, Piplup, Shellos, Aron"
999,T00000999,T00000999_IdolSelena_ND1.txt,Selena,Idol,N,D,1,Double Battles Set 1: Team B,Idol.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Idol,4,"Bagon, Chimecho, Shieldon, Spoink"
1000,T00001000,T00001000_IdolSelena_ND1.txt,Selena,Idol,N,D,1,Double Battles Set 1: Team C,Idol.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Idol,4,"Kricketot, Bidoof, Koffing, Finneon"
1001,T00001001,T00001001_IdolSelena_ND2.txt,Selena,Idol,N,D,2,Double Battles Set 2: Team A,Idol.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Idol,4,"Cherubi, Turtwig, Koffing, Farfetch'd"
1002,T00001002,T00001002_IdolAlana_NS3.txt,Alana,Idol,N,S,3,Single Battles Set 3: Team A,Idol.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Idol,3,"Croconaw, Onix, Metang"
1003,T00001003,T00001003_IdolAlana_NS3.txt,Alana,Idol,N,S,3,Single Battles Set 3: Team B,Idol.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Idol,3,"Sudowoodo, Lileep, Mawile"
1004,T00001004,T00001004_IdolAlana_NS4.txt,Alana,Idol,N,S,4,Single Battles Set 4: Team A,Idol.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Idol,3,"Omastar, Tropius, Rotom"
1005,T00001005,T00001005_IdolAlana_ND3.txt,Alana,Idol,N,D,3,Double Battles Set 3: Team A,Idol.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Idol,4,"Omanyte, Grotle, Kecleon, Furret"
1006,T00001006,T00001006_IdolAlana_ND3.txt,Alana,Idol,N,D,3,Double Battles Set 3: Team B,Idol.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Idol,4,"Swellow, Cherrim, Tangela, Combusken"
1007,T00001007,T00001007_IdolAlana_ND4.txt,Alana,Idol,N,D,4,Double Battles Set 4: Team A,Idol.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Idol,4,"Arbok, Omastar, Rotom, Persian"
1008,T00001008,T00001008_IdolCarla_NS3.txt,Carla,Idol,N,S,3,Single Battles Set 3: Team A,Idol.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Idol,3,"Grovyle, Kecleon, Castform"
1009,T00001009,T00001009_IdolCarla_NS3.txt,Carla,Idol,N,S,3,Single Battles Set 3: Team B,Idol.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Idol,3,"Persian, Mightyena, Masquerain"
1010,T00001010,T00001010_IdolCarla_NS3.txt,Carla,Idol,N,S,3,Single Battles Set 3: Team C,Idol.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Idol,3,"Sudowoodo, Anorith, Volbeat"
1011,T00001011,T00001011_IdolCarla_NS4.txt,Carla,Idol,N,S,4,Single Battles Set 4: Team A,Idol.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Idol,3,"Gorebyss, Jumpluff, Hitmonlee"
1012,T00001012,T00001012_IdolCarla_NS4.txt,Carla,Idol,N,S,4,Single Battles Set 4: Team B,Idol.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Idol,3,"Grovyle, Cloyster, Grumpig"
1013,T00001013,T00001013_IdolCarla_ND3.txt,Carla,Idol,N,D,3,Double Battles Set 3: Team A,Idol.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Idol,4,"Monferno, Machoke, Grovyle, Beedrill"
1014,T00001014,T00001014_IdolCarla_ND3.txt,Carla,Idol,N,D,3,Double Battles Set 3: Team B,Idol.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Idol,4,"Bayleef, Arbok, Lunatone, Metang"
1015,T00001015,T00001015_IdolCarla_ND4.txt,Carla,Idol,N,D,4,Double Battles Set 4: Team A,Idol.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Idol,4,"Magmar, Lumineon, Magneton, Scyther"
1016,T00001016,T00001016_IdolLiliana_NS3.txt,Liliana,Idol,N,S,3,Single Battles Set 3: Team A,Idol.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Idol,3,"Grotle, Nosepass, Beedrill"
1017,T00001017,T00001017_IdolLiliana_NS3.txt,Liliana,Idol,N,S,3,Single Battles Set 3: Team B,Idol.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Idol,3,"Omanyte, Sneasel, Kecleon"
1018,T00001018,T00001018_IdolLiliana_NS4.txt,Liliana,Idol,N,S,4,Single Battles Set 4: Team A,Idol.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Idol,3,"Purugly, Grumpig, Crawdaunt"
1019,T00001019,T00001019_IdolLiliana_NS4.txt,Liliana,Idol,N,S,4,Single Battles Set 4: Team B,Idol.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Idol,3,"Pidgeot, Chansey, Electabuzz"
1020,T00001020,T00001020_IdolLiliana_ND3.txt,Liliana,Idol,N,D,3,Double Battles Set 3: Team A,Idol.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Idol,4,"Pachirisu, Qwilfish, Marshtomp, Minun"
1021,T00001021,T00001021_IdolLiliana_ND3.txt,Liliana,Idol,N,D,3,Double Battles Set 3: Team B,Idol.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Idol,4,"Pelipper, Furret, Mothim, Shelgon"
1022,T00001022,T00001022_IdolLiliana_ND4.txt,Liliana,Idol,N,D,4,Double Battles Set 4: Team A,Idol.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Idol,4,"Camerupt, Swellow, Noctowl, Monferno"
1023,T00001023,T00001023_IdolKyla_NS6.txt,Kyla,Idol,N,S,6,Single Battles Set 6: Team A,Idol.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Idol,3,"Rapidash, Hariyama, Manectric"
1024,T00001024,T00001024_IdolKyla_NS6.txt,Kyla,Idol,N,S,6,Single Battles Set 6: Team B,Idol.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Idol,3,"Armaldo, Gardevoir, Bronzong"
1025,T00001025,T00001025_IdolKyla_NS7.txt,Kyla,Idol,N,S,7,Single Battles Set 7: Team A,Idol.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Idol,3,"Magnezone, Torterra, Gyarados"
1026,T00001026,T00001026_IdolKyla_ND6.txt,Kyla,Idol,N,D,6,Double Battles Set 6: Team A,Idol.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Idol,4,"Froslass, Politoed, Exeggutor, Dugtrio"
